fact_id,employee_id,project_id,kpi_id,evaluation_date,kpi_value,kpi_target,status_pencapaian
397631,35,32,1,2026-03-16,72.99,80.0,Tidak Tercapai
397632,35,32,2,2026-03-16,71.65,80.0,Tidak Tercapai
397633,35,32,3,2026-03-16,63.99,82.0,Tidak Tercapai
397634,35,32,4,2026-03-16,66.31,85.0,Tidak Tercapai
397635,35,32,5,2026-03-16,70.66,85.0,Tidak Tercapai
397636,35,32,6,2026-03-16,67.87,75.0,Tidak Tercapai
397637,35,32,7,2026-03-16,61.54,88.0,Tidak Tercapai
397638,35,32,8,2026-03-16,68.21,80.0,Tidak Tercapai
397639,35,32,9,2026-03-16,70.42,90.0,Tidak Tercapai
397640,35,32,10,2026-03-16,68.05,72.0,Tidak Tercapai
397641,35,32,11,2026-03-16,73.78,83.0,Tidak Tercapai
397642,35,32,12,2026-03-16,74.06,88.0,Tidak Tercapai
397643,35,32,13,2026-03-16,62.08,78.0,Tidak Tercapai
397644,35,32,14,2026-03-16,61.55,85.0,Tidak Tercapai
397645,35,32,15,2026-03-16,72.12,82.0,Tidak Tercapai
397646,35,40,1,2023-10-27,62.83,80.0,Tidak Tercapai
397647,35,40,2,2023-10-27,58.64,80.0,Tidak Tercapai
397648,35,40,3,2023-10-27,65.9,82.0,Tidak Tercapai
397649,35,40,4,2023-10-27,61.04,85.0,Tidak Tercapai
397650,35,40,5,2023-10-27,71.56,85.0,Tidak Tercapai
397651,35,40,6,2023-10-27,63.85,75.0,Tidak Tercapai
397652,35,40,7,2023-10-27,67.2,88.0,Tidak Tercapai
397653,35,40,8,2023-10-27,63.83,80.0,Tidak Tercapai
397654,35,40,9,2023-10-27,76.62,90.0,Tidak Tercapai
397655,35,40,10,2023-10-27,63.14,72.0,Tidak Tercapai
397656,35,40,11,2023-10-27,65.64,83.0,Tidak Tercapai
397657,35,40,12,2023-10-27,62.91,88.0,Tidak Tercapai
397658,35,40,13,2023-10-27,65.16,78.0,Tidak Tercapai
397659,35,40,14,2023-10-27,59.11,85.0,Tidak Tercapai
397660,35,40,15,2023-10-27,70.12,82.0,Tidak Tercapai
397661,35,24,1,2025-06-12,60.0,80.0,Tidak Tercapai
397662,35,24,2,2025-06-12,67.51,80.0,Tidak Tercapai
397663,35,24,3,2025-06-12,68.82,82.0,Tidak Tercapai
397664,35,24,4,2025-06-12,67.62,85.0,Tidak Tercapai
397665,35,24,5,2025-06-12,62.85,85.0,Tidak Tercapai
397666,35,24,6,2025-06-12,68.02,75.0,Tidak Tercapai
397667,35,24,7,2025-06-12,65.19,88.0,Tidak Tercapai
397668,35,24,8,2025-06-12,68.04,80.0,Tidak Tercapai
397669,35,24,9,2025-06-12,75.2,90.0,Tidak Tercapai
397670,35,24,10,2025-06-12,66.1,72.0,Tidak Tercapai
397671,35,24,11,2025-06-12,67.17,83.0,Tidak Tercapai
397672,35,24,12,2025-06-12,74.56,88.0,Tidak Tercapai
397673,35,24,13,2025-06-12,68.53,78.0,Tidak Tercapai
397674,35,24,14,2025-06-12,69.42,85.0,Tidak Tercapai
397675,35,24,15,2025-06-12,75.02,82.0,Tidak Tercapai
397676,35,24,1,2025-05-29,72.49,80.0,Tidak Tercapai
397677,35,24,2,2025-05-29,72.5,80.0,Tidak Tercapai
397678,35,24,3,2025-05-29,66.28,82.0,Tidak Tercapai
397679,35,24,4,2025-05-29,68.99,85.0,Tidak Tercapai
397680,35,24,5,2025-05-29,66.38,85.0,Tidak Tercapai
397681,35,24,6,2025-05-29,58.95,75.0,Tidak Tercapai
397682,35,24,7,2025-05-29,69.84,88.0,Tidak Tercapai
397683,35,24,8,2025-05-29,68.61,80.0,Tidak Tercapai
397684,35,24,9,2025-05-29,74.17,90.0,Tidak Tercapai
397685,35,24,10,2025-05-29,62.79,72.0,Tidak Tercapai
397686,35,24,11,2025-05-29,66.08,83.0,Tidak Tercapai
397687,35,24,12,2025-05-29,71.43,88.0,Tidak Tercapai
397688,35,24,13,2025-05-29,61.55,78.0,Tidak Tercapai
397689,35,24,14,2025-05-29,71.98,85.0,Tidak Tercapai
397690,35,24,15,2025-05-29,66.42,82.0,Tidak Tercapai
397691,35,34,1,2026-04-12,68.24,80.0,Tidak Tercapai
397692,35,34,2,2026-04-12,69.65,80.0,Tidak Tercapai
397693,35,34,3,2026-04-12,67.76,82.0,Tidak Tercapai
397694,35,34,4,2026-04-12,58.77,85.0,Tidak Tercapai
397695,35,34,5,2026-04-12,68.81,85.0,Tidak Tercapai
397696,35,34,6,2026-04-12,65.45,75.0,Tidak Tercapai
397697,35,34,7,2026-04-12,65.3,88.0,Tidak Tercapai
397698,35,34,8,2026-04-12,63.77,80.0,Tidak Tercapai
397699,35,34,9,2026-04-12,69.7,90.0,Tidak Tercapai
397700,35,34,10,2026-04-12,57.23,72.0,Tidak Tercapai
397701,35,34,11,2026-04-12,76.92,83.0,Tidak Tercapai
397702,35,34,12,2026-04-12,74.84,88.0,Tidak Tercapai
397703,35,34,13,2026-04-12,69.17,78.0,Tidak Tercapai
397704,35,34,14,2026-04-12,64.1,85.0,Tidak Tercapai
397705,35,34,15,2026-04-12,66.25,82.0,Tidak Tercapai
397706,35,18,1,2024-12-11,70.68,80.0,Tidak Tercapai
397707,35,18,2,2024-12-11,75.18,80.0,Tidak Tercapai
397708,35,18,3,2024-12-11,62.67,82.0,Tidak Tercapai
397709,35,18,4,2024-12-11,60.2,85.0,Tidak Tercapai
397710,35,18,5,2024-12-11,72.2,85.0,Tidak Tercapai
397711,35,18,6,2024-12-11,56.17,75.0,Tidak Tercapai
397712,35,18,7,2024-12-11,63.75,88.0,Tidak Tercapai
397713,35,18,8,2024-12-11,66.16,80.0,Tidak Tercapai
397714,35,18,9,2024-12-11,64.32,90.0,Tidak Tercapai
397715,35,18,10,2024-12-11,68.2,72.0,Tidak Tercapai
397716,35,18,11,2024-12-11,73.16,83.0,Tidak Tercapai
397717,35,18,12,2024-12-11,65.7,88.0,Tidak Tercapai
397718,35,18,13,2024-12-11,73.03,78.0,Tidak Tercapai
397719,35,18,14,2024-12-11,71.75,85.0,Tidak Tercapai
397720,35,18,15,2024-12-11,66.76,82.0,Tidak Tercapai
397721,35,18,1,2024-12-12,65.24,80.0,Tidak Tercapai
397722,35,18,2,2024-12-12,77.44,80.0,Tidak Tercapai
397723,35,18,3,2024-12-12,68.48,82.0,Tidak Tercapai
397724,35,18,4,2024-12-12,66.39,85.0,Tidak Tercapai
397725,35,18,5,2024-12-12,71.37,85.0,Tidak Tercapai
397726,35,18,6,2024-12-12,65.57,75.0,Tidak Tercapai
397727,35,18,7,2024-12-12,66.01,88.0,Tidak Tercapai
397728,35,18,8,2024-12-12,67.63,80.0,Tidak Tercapai
397729,35,18,9,2024-12-12,76.02,90.0,Tidak Tercapai
397730,35,18,10,2024-12-12,54.23,72.0,Tidak Tercapai
397731,35,18,11,2024-12-12,68.01,83.0,Tidak Tercapai
397732,35,18,12,2024-12-12,74.51,88.0,Tidak Tercapai
397733,35,18,13,2024-12-12,64.97,78.0,Tidak Tercapai
397734,35,18,14,2024-12-12,72.19,85.0,Tidak Tercapai
397735,35,18,15,2024-12-12,73.64,82.0,Tidak Tercapai
397736,35,18,1,2024-12-21,66.99,80.0,Tidak Tercapai
397737,35,18,2,2024-12-21,64.72,80.0,Tidak Tercapai
397738,35,18,3,2024-12-21,63.95,82.0,Tidak Tercapai
397739,35,18,4,2024-12-21,77.23,85.0,Tidak Tercapai
397740,35,18,5,2024-12-21,73.68,85.0,Tidak Tercapai
397741,35,18,6,2024-12-21,64.79,75.0,Tidak Tercapai
397742,35,18,7,2024-12-21,65.56,88.0,Tidak Tercapai
397743,35,18,8,2024-12-21,67.81,80.0,Tidak Tercapai
397744,35,18,9,2024-12-21,72.46,90.0,Tidak Tercapai
397745,35,18,10,2024-12-21,57.61,72.0,Tidak Tercapai
397746,35,18,11,2024-12-21,69.68,83.0,Tidak Tercapai
397747,35,18,12,2024-12-21,74.25,88.0,Tidak Tercapai
397748,35,18,13,2024-12-21,59.18,78.0,Tidak Tercapai
397749,35,18,14,2024-12-21,68.96,85.0,Tidak Tercapai
397750,35,18,15,2024-12-21,73.47,82.0,Tidak Tercapai
397751,35,6,1,2024-01-07,65.03,80.0,Tidak Tercapai
397752,35,6,2,2024-01-07,75.18,80.0,Tidak Tercapai
397753,35,6,3,2024-01-07,62.4,82.0,Tidak Tercapai
397754,35,6,4,2024-01-07,67.49,85.0,Tidak Tercapai
397755,35,6,5,2024-01-07,64.13,85.0,Tidak Tercapai
397756,35,6,6,2024-01-07,63.1,75.0,Tidak Tercapai
397757,35,6,7,2024-01-07,65.8,88.0,Tidak Tercapai
397758,35,6,8,2024-01-07,70.7,80.0,Tidak Tercapai
397759,35,6,9,2024-01-07,75.47,90.0,Tidak Tercapai
397760,35,6,10,2024-01-07,63.17,72.0,Tidak Tercapai
397761,35,6,11,2024-01-07,63.48,83.0,Tidak Tercapai
397762,35,6,12,2024-01-07,70.39,88.0,Tidak Tercapai
397763,35,6,13,2024-01-07,69.45,78.0,Tidak Tercapai
397764,35,6,14,2024-01-07,64.53,85.0,Tidak Tercapai
397765,35,6,15,2024-01-07,75.96,82.0,Tidak Tercapai
397766,35,6,1,2023-12-20,59.84,80.0,Tidak Tercapai
397767,35,6,2,2023-12-20,56.9,80.0,Tidak Tercapai
397768,35,6,3,2023-12-20,61.56,82.0,Tidak Tercapai
397769,35,6,4,2023-12-20,68.04,85.0,Tidak Tercapai
397770,35,6,5,2023-12-20,60.1,85.0,Tidak Tercapai
397771,35,6,6,2023-12-20,59.42,75.0,Tidak Tercapai
397772,35,6,7,2023-12-20,72.17,88.0,Tidak Tercapai
397773,35,6,8,2023-12-20,68.95,80.0,Tidak Tercapai
397774,35,6,9,2023-12-20,72.62,90.0,Tidak Tercapai
397775,35,6,10,2023-12-20,66.34,72.0,Tidak Tercapai
397776,35,6,11,2023-12-20,66.99,83.0,Tidak Tercapai
397777,35,6,12,2023-12-20,66.18,88.0,Tidak Tercapai
397778,35,6,13,2023-12-20,70.52,78.0,Tidak Tercapai
397779,35,6,14,2023-12-20,58.8,85.0,Tidak Tercapai
397780,35,6,15,2023-12-20,57.23,82.0,Tidak Tercapai
397781,35,6,1,2023-12-03,64.9,80.0,Tidak Tercapai
397782,35,6,2,2023-12-03,71.04,80.0,Tidak Tercapai
397783,35,6,3,2023-12-03,65.98,82.0,Tidak Tercapai
397784,35,6,4,2023-12-03,68.69,85.0,Tidak Tercapai
397785,35,6,5,2023-12-03,55.76,85.0,Tidak Tercapai
397786,35,6,6,2023-12-03,65.24,75.0,Tidak Tercapai
397787,35,6,7,2023-12-03,70.81,88.0,Tidak Tercapai
397788,35,6,8,2023-12-03,60.78,80.0,Tidak Tercapai
397789,35,6,9,2023-12-03,74.78,90.0,Tidak Tercapai
397790,35,6,10,2023-12-03,62.3,72.0,Tidak Tercapai
397791,35,6,11,2023-12-03,82.7,83.0,Tidak Tercapai
397792,35,6,12,2023-12-03,58.07,88.0,Tidak Tercapai
397793,35,6,13,2023-12-03,73.02,78.0,Tidak Tercapai
397794,35,6,14,2023-12-03,63.06,85.0,Tidak Tercapai
397795,35,6,15,2023-12-03,59.58,82.0,Tidak Tercapai
397796,35,28,1,2025-10-21,63.91,80.0,Tidak Tercapai
397797,35,28,2,2025-10-21,67.53,80.0,Tidak Tercapai
397798,35,28,3,2025-10-21,68.94,82.0,Tidak Tercapai
397799,35,28,4,2025-10-21,72.02,85.0,Tidak Tercapai
397800,35,28,5,2025-10-21,70.67,85.0,Tidak Tercapai
397801,35,28,6,2025-10-21,58.92,75.0,Tidak Tercapai
397802,35,28,7,2025-10-21,72.37,88.0,Tidak Tercapai
397803,35,28,8,2025-10-21,68.04,80.0,Tidak Tercapai
397804,35,28,9,2025-10-21,67.35,90.0,Tidak Tercapai
397805,35,28,10,2025-10-21,61.31,72.0,Tidak Tercapai
397806,35,28,11,2025-10-21,65.09,83.0,Tidak Tercapai
397807,35,28,12,2025-10-21,67.45,88.0,Tidak Tercapai
397808,35,28,13,2025-10-21,63.0,78.0,Tidak Tercapai
397809,35,28,14,2025-10-21,59.65,85.0,Tidak Tercapai
397810,35,28,15,2025-10-21,68.44,82.0,Tidak Tercapai
397811,35,28,1,2025-10-15,69.1,80.0,Tidak Tercapai
397812,35,28,2,2025-10-15,65.43,80.0,Tidak Tercapai
397813,35,28,3,2025-10-15,70.42,82.0,Tidak Tercapai
397814,35,28,4,2025-10-15,63.09,85.0,Tidak Tercapai
397815,35,28,5,2025-10-15,62.9,85.0,Tidak Tercapai
397816,35,28,6,2025-10-15,66.23,75.0,Tidak Tercapai
397817,35,28,7,2025-10-15,66.68,88.0,Tidak Tercapai
397818,35,28,8,2025-10-15,66.65,80.0,Tidak Tercapai
397819,35,28,9,2025-10-15,58.95,90.0,Tidak Tercapai
397820,35,28,10,2025-10-15,62.33,72.0,Tidak Tercapai
397821,35,28,11,2025-10-15,60.06,83.0,Tidak Tercapai
397822,35,28,12,2025-10-15,61.78,88.0,Tidak Tercapai
397823,35,28,13,2025-10-15,60.26,78.0,Tidak Tercapai
397824,35,28,14,2025-10-15,59.57,85.0,Tidak Tercapai
397825,35,28,15,2025-10-15,63.8,82.0,Tidak Tercapai
397826,35,28,1,2025-10-21,64.09,80.0,Tidak Tercapai
397827,35,28,2,2025-10-21,69.27,80.0,Tidak Tercapai
397828,35,28,3,2025-10-21,65.27,82.0,Tidak Tercapai
397829,35,28,4,2025-10-21,55.72,85.0,Tidak Tercapai
397830,35,28,5,2025-10-21,64.65,85.0,Tidak Tercapai
397831,35,28,6,2025-10-21,64.7,75.0,Tidak Tercapai
397832,35,28,7,2025-10-21,65.81,88.0,Tidak Tercapai
397833,35,28,8,2025-10-21,66.01,80.0,Tidak Tercapai
397834,35,28,9,2025-10-21,71.15,90.0,Tidak Tercapai
397835,35,28,10,2025-10-21,65.7,72.0,Tidak Tercapai
397836,35,28,11,2025-10-21,61.2,83.0,Tidak Tercapai
397837,35,28,12,2025-10-21,66.18,88.0,Tidak Tercapai
397838,35,28,13,2025-10-21,73.07,78.0,Tidak Tercapai
397839,35,28,14,2025-10-21,70.65,85.0,Tidak Tercapai
397840,35,28,15,2025-10-21,70.11,82.0,Tidak Tercapai
397841,35,35,1,2026-05-08,70.26,80.0,Tidak Tercapai
397842,35,35,2,2026-05-08,75.29,80.0,Tidak Tercapai
397843,35,35,3,2026-05-08,74.42,82.0,Tidak Tercapai
397844,35,35,4,2026-05-08,65.2,85.0,Tidak Tercapai
397845,35,35,5,2026-05-08,61.42,85.0,Tidak Tercapai
397846,35,35,6,2026-05-08,63.54,75.0,Tidak Tercapai
397847,35,35,7,2026-05-08,82.8,88.0,Tidak Tercapai
397848,35,35,8,2026-05-08,60.78,80.0,Tidak Tercapai
397849,35,35,9,2026-05-08,69.83,90.0,Tidak Tercapai
397850,35,35,10,2026-05-08,57.37,72.0,Tidak Tercapai
397851,35,35,11,2026-05-08,70.46,83.0,Tidak Tercapai
397852,35,35,12,2026-05-08,63.46,88.0,Tidak Tercapai
397853,35,35,13,2026-05-08,67.35,78.0,Tidak Tercapai
397854,35,35,14,2026-05-08,57.01,85.0,Tidak Tercapai
397855,35,35,15,2026-05-08,70.62,82.0,Tidak Tercapai
397856,37,23,1,2025-06-05,98.0,80.0,Tercapai
397857,37,23,2,2025-06-05,98.0,80.0,Tercapai
397858,37,23,3,2025-06-05,98.0,82.0,Tercapai
397859,37,23,4,2025-06-05,98.0,85.0,Tercapai
397860,37,23,5,2025-06-05,98.0,85.0,Tercapai
397861,37,23,6,2025-06-05,98.0,75.0,Tercapai
397862,37,23,7,2025-06-05,98.0,88.0,Tercapai
397863,37,23,8,2025-06-05,98.0,80.0,Tercapai
397864,37,23,9,2025-06-05,98.0,90.0,Tercapai
397865,37,23,10,2025-06-05,98.0,72.0,Tercapai
397866,37,23,11,2025-06-05,98.0,83.0,Tercapai
397867,37,23,12,2025-06-05,98.0,88.0,Tercapai
397868,37,23,13,2025-06-05,98.0,78.0,Tercapai
397869,37,23,14,2025-06-05,98.0,85.0,Tercapai
397870,37,23,15,2025-06-05,98.0,82.0,Tercapai
397871,37,23,1,2025-05-03,98.0,80.0,Tercapai
397872,37,23,2,2025-05-03,98.0,80.0,Tercapai
397873,37,23,3,2025-05-03,98.0,82.0,Tercapai
397874,37,23,4,2025-05-03,98.0,85.0,Tercapai
397875,37,23,5,2025-05-03,98.0,85.0,Tercapai
397876,37,23,6,2025-05-03,98.0,75.0,Tercapai
397877,37,23,7,2025-05-03,98.0,88.0,Tercapai
397878,37,23,8,2025-05-03,98.0,80.0,Tercapai
397879,37,23,9,2025-05-03,98.0,90.0,Tercapai
397880,37,23,10,2025-05-03,98.0,72.0,Tercapai
397881,37,23,11,2025-05-03,98.0,83.0,Tercapai
397882,37,23,12,2025-05-03,98.0,88.0,Tercapai
397883,37,23,13,2025-05-03,98.0,78.0,Tercapai
397884,37,23,14,2025-05-03,98.0,85.0,Tercapai
397885,37,23,15,2025-05-03,98.0,82.0,Tercapai
397886,37,23,1,2025-06-22,98.0,80.0,Tercapai
397887,37,23,2,2025-06-22,98.0,80.0,Tercapai
397888,37,23,3,2025-06-22,98.0,82.0,Tercapai
397889,37,23,4,2025-06-22,98.0,85.0,Tercapai
397890,37,23,5,2025-06-22,98.0,85.0,Tercapai
397891,37,23,6,2025-06-22,98.0,75.0,Tercapai
397892,37,23,7,2025-06-22,98.0,88.0,Tercapai
397893,37,23,8,2025-06-22,98.0,80.0,Tercapai
397894,37,23,9,2025-06-22,98.0,90.0,Tercapai
397895,37,23,10,2025-06-22,98.0,72.0,Tercapai
397896,37,23,11,2025-06-22,98.0,83.0,Tercapai
397897,37,23,12,2025-06-22,98.0,88.0,Tercapai
397898,37,23,13,2025-06-22,98.0,78.0,Tercapai
397899,37,23,14,2025-06-22,98.0,85.0,Tercapai
397900,37,23,15,2025-06-22,98.0,82.0,Tercapai
397901,37,28,1,2025-10-02,98.0,80.0,Tercapai
397902,37,28,2,2025-10-02,98.0,80.0,Tercapai
397903,37,28,3,2025-10-02,98.0,82.0,Tercapai
397904,37,28,4,2025-10-02,98.0,85.0,Tercapai
397905,37,28,5,2025-10-02,98.0,85.0,Tercapai
397906,37,28,6,2025-10-02,98.0,75.0,Tercapai
397907,37,28,7,2025-10-02,98.0,88.0,Tercapai
397908,37,28,8,2025-10-02,98.0,80.0,Tercapai
397909,37,28,9,2025-10-02,98.0,90.0,Tercapai
397910,37,28,10,2025-10-02,98.0,72.0,Tercapai
397911,37,28,11,2025-10-02,98.0,83.0,Tercapai
397912,37,28,12,2025-10-02,98.0,88.0,Tercapai
397913,37,28,13,2025-10-02,98.0,78.0,Tercapai
397914,37,28,14,2025-10-02,98.0,85.0,Tercapai
397915,37,28,15,2025-10-02,98.0,82.0,Tercapai
397916,37,18,1,2025-01-05,98.0,80.0,Tercapai
397917,37,18,2,2025-01-05,98.0,80.0,Tercapai
397918,37,18,3,2025-01-05,98.0,82.0,Tercapai
397919,37,18,4,2025-01-05,98.0,85.0,Tercapai
397920,37,18,5,2025-01-05,98.0,85.0,Tercapai
397921,37,18,6,2025-01-05,98.0,75.0,Tercapai
397922,37,18,7,2025-01-05,98.0,88.0,Tercapai
397923,37,18,8,2025-01-05,98.0,80.0,Tercapai
397924,37,18,9,2025-01-05,98.0,90.0,Tercapai
397925,37,18,10,2025-01-05,98.0,72.0,Tercapai
397926,37,18,11,2025-01-05,98.0,83.0,Tercapai
397927,37,18,12,2025-01-05,98.0,88.0,Tercapai
397928,37,18,13,2025-01-05,98.0,78.0,Tercapai
397929,37,18,14,2025-01-05,98.0,85.0,Tercapai
397930,37,18,15,2025-01-05,98.0,82.0,Tercapai
397931,37,18,1,2025-01-12,98.0,80.0,Tercapai
397932,37,18,2,2025-01-12,98.0,80.0,Tercapai
397933,37,18,3,2025-01-12,98.0,82.0,Tercapai
397934,37,18,4,2025-01-12,98.0,85.0,Tercapai
397935,37,18,5,2025-01-12,98.0,85.0,Tercapai
397936,37,18,6,2025-01-12,98.0,75.0,Tercapai
397937,37,18,7,2025-01-12,98.0,88.0,Tercapai
397938,37,18,8,2025-01-12,98.0,80.0,Tercapai
397939,37,18,9,2025-01-12,98.0,90.0,Tercapai
397940,37,18,10,2025-01-12,98.0,72.0,Tercapai
397941,37,18,11,2025-01-12,98.0,83.0,Tercapai
397942,37,18,12,2025-01-12,98.0,88.0,Tercapai
397943,37,18,13,2025-01-12,98.0,78.0,Tercapai
397944,37,18,14,2025-01-12,98.0,85.0,Tercapai
397945,37,18,15,2025-01-12,98.0,82.0,Tercapai
397946,37,18,1,2024-12-21,98.0,80.0,Tercapai
397947,37,18,2,2024-12-21,98.0,80.0,Tercapai
397948,37,18,3,2024-12-21,98.0,82.0,Tercapai
397949,37,18,4,2024-12-21,98.0,85.0,Tercapai
397950,37,18,5,2024-12-21,98.0,85.0,Tercapai
397951,37,18,6,2024-12-21,98.0,75.0,Tercapai
397952,37,18,7,2024-12-21,98.0,88.0,Tercapai
397953,37,18,8,2024-12-21,98.0,80.0,Tercapai
397954,37,18,9,2024-12-21,98.0,90.0,Tercapai
397955,37,18,10,2024-12-21,96.79,72.0,Tercapai
397956,37,18,11,2024-12-21,98.0,83.0,Tercapai
397957,37,18,12,2024-12-21,98.0,88.0,Tercapai
397958,37,18,13,2024-12-21,98.0,78.0,Tercapai
397959,37,18,14,2024-12-21,98.0,85.0,Tercapai
397960,37,18,15,2024-12-21,98.0,82.0,Tercapai
397961,37,4,1,2023-10-01,98.0,80.0,Tercapai
397962,37,4,2,2023-10-01,98.0,80.0,Tercapai
397963,37,4,3,2023-10-01,98.0,82.0,Tercapai
397964,37,4,4,2023-10-01,98.0,85.0,Tercapai
397965,37,4,5,2023-10-01,97.24,85.0,Tercapai
397966,37,4,6,2023-10-01,98.0,75.0,Tercapai
397967,37,4,7,2023-10-01,98.0,88.0,Tercapai
397968,37,4,8,2023-10-01,98.0,80.0,Tercapai
397969,37,4,9,2023-10-01,98.0,90.0,Tercapai
397970,37,4,10,2023-10-01,95.19,72.0,Tercapai
397971,37,4,11,2023-10-01,98.0,83.0,Tercapai
397972,37,4,12,2023-10-01,98.0,88.0,Tercapai
397973,37,4,13,2023-10-01,98.0,78.0,Tercapai
397974,37,4,14,2023-10-01,98.0,85.0,Tercapai
397975,37,4,15,2023-10-01,98.0,82.0,Tercapai
397976,37,5,1,2023-11-07,98.0,80.0,Tercapai
397977,37,5,2,2023-11-07,98.0,80.0,Tercapai
397978,37,5,3,2023-11-07,98.0,82.0,Tercapai
397979,37,5,4,2023-11-07,97.59,85.0,Tercapai
397980,37,5,5,2023-11-07,96.9,85.0,Tercapai
397981,37,5,6,2023-11-07,98.0,75.0,Tercapai
397982,37,5,7,2023-11-07,98.0,88.0,Tercapai
397983,37,5,8,2023-11-07,98.0,80.0,Tercapai
397984,37,5,9,2023-11-07,98.0,90.0,Tercapai
397985,37,5,10,2023-11-07,98.0,72.0,Tercapai
397986,37,5,11,2023-11-07,98.0,83.0,Tercapai
397987,37,5,12,2023-11-07,98.0,88.0,Tercapai
397988,37,5,13,2023-11-07,98.0,78.0,Tercapai
397989,37,5,14,2023-11-07,98.0,85.0,Tercapai
397990,37,5,15,2023-11-07,98.0,82.0,Tercapai
397991,37,26,1,2025-08-15,98.0,80.0,Tercapai
397992,37,26,2,2025-08-15,98.0,80.0,Tercapai
397993,37,26,3,2025-08-15,98.0,82.0,Tercapai
397994,37,26,4,2025-08-15,98.0,85.0,Tercapai
397995,37,26,5,2025-08-15,98.0,85.0,Tercapai
397996,37,26,6,2025-08-15,98.0,75.0,Tercapai
397997,37,26,7,2025-08-15,98.0,88.0,Tercapai
397998,37,26,8,2025-08-15,98.0,80.0,Tercapai
397999,37,26,9,2025-08-15,98.0,90.0,Tercapai
398000,37,26,10,2025-08-15,98.0,72.0,Tercapai
398001,37,26,11,2025-08-15,98.0,83.0,Tercapai
398002,37,26,12,2025-08-15,98.0,88.0,Tercapai
398003,37,26,13,2025-08-15,98.0,78.0,Tercapai
398004,37,26,14,2025-08-15,98.0,85.0,Tercapai
398005,37,26,15,2025-08-15,98.0,82.0,Tercapai
398006,37,26,1,2025-08-15,98.0,80.0,Tercapai
398007,37,26,2,2025-08-15,98.0,80.0,Tercapai
398008,37,26,3,2025-08-15,98.0,82.0,Tercapai
398009,37,26,4,2025-08-15,98.0,85.0,Tercapai
398010,37,26,5,2025-08-15,98.0,85.0,Tercapai
398011,37,26,6,2025-08-15,98.0,75.0,Tercapai
398012,37,26,7,2025-08-15,98.0,88.0,Tercapai
398013,37,26,8,2025-08-15,98.0,80.0,Tercapai
398014,37,26,9,2025-08-15,98.0,90.0,Tercapai
398015,37,26,10,2025-08-15,92.92,72.0,Tercapai
398016,37,26,11,2025-08-15,98.0,83.0,Tercapai
398017,37,26,12,2025-08-15,98.0,88.0,Tercapai
398018,37,26,13,2025-08-15,98.0,78.0,Tercapai
398019,37,26,14,2025-08-15,98.0,85.0,Tercapai
398020,37,26,15,2025-08-15,98.0,82.0,Tercapai
398021,37,26,1,2025-08-16,98.0,80.0,Tercapai
398022,37,26,2,2025-08-16,98.0,80.0,Tercapai
398023,37,26,3,2025-08-16,98.0,82.0,Tercapai
398024,37,26,4,2025-08-16,98.0,85.0,Tercapai
398025,37,26,5,2025-08-16,98.0,85.0,Tercapai
398026,37,26,6,2025-08-16,98.0,75.0,Tercapai
398027,37,26,7,2025-08-16,98.0,88.0,Tercapai
398028,37,26,8,2025-08-16,98.0,80.0,Tercapai
398029,37,26,9,2025-08-16,98.0,90.0,Tercapai
398030,37,26,10,2025-08-16,98.0,72.0,Tercapai
398031,37,26,11,2025-08-16,98.0,83.0,Tercapai
398032,37,26,12,2025-08-16,98.0,88.0,Tercapai
398033,37,26,13,2025-08-16,98.0,78.0,Tercapai
398034,37,26,14,2025-08-16,98.0,85.0,Tercapai
398035,37,26,15,2025-08-16,98.0,82.0,Tercapai
398036,37,24,1,2025-05-25,98.0,80.0,Tercapai
398037,37,24,2,2025-05-25,98.0,80.0,Tercapai
398038,37,24,3,2025-05-25,98.0,82.0,Tercapai
398039,37,24,4,2025-05-25,98.0,85.0,Tercapai
398040,37,24,5,2025-05-25,98.0,85.0,Tercapai
398041,37,24,6,2025-05-25,98.0,75.0,Tercapai
398042,37,24,7,2025-05-25,98.0,88.0,Tercapai
398043,37,24,8,2025-05-25,98.0,80.0,Tercapai
398044,37,24,9,2025-05-25,98.0,90.0,Tercapai
398045,37,24,10,2025-05-25,98.0,72.0,Tercapai
398046,37,24,11,2025-05-25,98.0,83.0,Tercapai
398047,37,24,12,2025-05-25,98.0,88.0,Tercapai
398048,37,24,13,2025-05-25,98.0,78.0,Tercapai
398049,37,24,14,2025-05-25,98.0,85.0,Tercapai
398050,37,24,15,2025-05-25,98.0,82.0,Tercapai
398051,37,24,1,2025-06-30,98.0,80.0,Tercapai
398052,37,24,2,2025-06-30,98.0,80.0,Tercapai
398053,37,24,3,2025-06-30,98.0,82.0,Tercapai
398054,37,24,4,2025-06-30,98.0,85.0,Tercapai
398055,37,24,5,2025-06-30,98.0,85.0,Tercapai
398056,37,24,6,2025-06-30,98.0,75.0,Tercapai
398057,37,24,7,2025-06-30,98.0,88.0,Tercapai
398058,37,24,8,2025-06-30,98.0,80.0,Tercapai
398059,37,24,9,2025-06-30,98.0,90.0,Tercapai
398060,37,24,10,2025-06-30,98.0,72.0,Tercapai
398061,37,24,11,2025-06-30,98.0,83.0,Tercapai
398062,37,24,12,2025-06-30,98.0,88.0,Tercapai
398063,37,24,13,2025-06-30,98.0,78.0,Tercapai
398064,37,24,14,2025-06-30,98.0,85.0,Tercapai
398065,37,24,15,2025-06-30,98.0,82.0,Tercapai
